UNIQUE-ID	NAME	REACTION-EQUATION	PATHWAYS	PATHWAYS	PATHWAYS	PATHWAYS	COFACTORS	COFACTORS	COFACTORS	COFACTORS	ACTIVATORS	ACTIVATORS	ACTIVATORS	ACTIVATORS	INHIBITORS	INHIBITORS	INHIBITORS	INHIBITORS	SUBUNIT-COMPOSITION
ENZRXN0-6180	XTPase	XTP + H2O  <-->  XDP + phosphate + H+					MG+2												2*EG12600-MONOMER
DEHYDROPANTLACRED-ENZRXN	2-dehydropantoyl-lactone reductase	(R)-pantolactone + NADP+  <-->  2-dehydropantolactone + NADPH + H+																	1*DEHYDROPANTLACRED-MONOMER
ENZRXN0-8631	&Delta;<sup>3</sup>-cis-&Delta;<sup>2</sup>-trans-enoyl-CoA isomerase	(2E,5Z)-tetradec-2,5-enoyl-CoA  <-->  (3E,5Z)-tetradeca-3,5-dienoyl-CoA	PWY0-1337																1*FADB-MONOMER
ENZRXN0-7401	EF-P-lysine lysyltransferase	a [protein chain elongation factor P]-L-lysine34 + (R)-beta-lysine + ATP  <-->  [a protein chain elongation factor EF-P]-N-(beta-L-lysyl)-L-lysine34 + AMP + diphosphate + H+																	2*EG11211-MONOMER
ENZRXN0-12607	L-cysteine:[protein cysteine] sulfurtransferase	L-cysteine + a [bis(guanylyl molybdopterin) cofactor chaperone]-L-cysteine  <-->  L-alanine + a [bis(guanylyl molybdopterin) cofactor chaperone]-S-sulfanyl-L-cysteine	PWY-8164																2*G7325-MONOMER
RIBOFLAVINSYNDEAM-ENZRXN	diaminohydroxyphosphoribosylaminopyrimidine deaminase	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H+ + H2O  <-->  5-amino-6-(5-phospho-D-ribosylamino)uracil + ammonium	RIBOSYN2-PWY																2*RIBOFLAVINSYNDEAM-MONOMER
ENZRXN0-6155	cAMP phosphodiesterase	cyclic-AMP + H2O  <-->  AMP + H+					FE+2												1*G7579-MONOMER
DAHPSYNPHE-ENZRXN	3-deoxy-7-phosphoheptulonate synthase	phosphoenolpyruvate + D-erythrose 4-phosphate + H2O  <-->  3-deoxy-D-arabino-heptulosonate 7-phosphate + phosphate	PWY-6164				FE+2								#<"PHE" instance frame in ECOBASE[F] @ #x1001c934942>				4*AROG-MONOMER
ENZRXN0-8615	Lipid A palmitoyltransferase	1,2-dipalmitoyl-phosphatidylserine[periplasm] + lipid IVA (E. coli)[periplasm]  <-->  lipid IVB[periplasm] + 2-palmitoyl-sn-glycero-3-phosphoserine[periplasm]																	1*EG12180-MONOMER
ENZRXN0-7381	cyclic di-GMP phosphodiesterase	cyclic di-3',5'-guanylate + H2O  <-->  5'-phosphoguanylyl(3'->5')guanosine + H+																	2*G7314-MONOMER
ENZRXN0-7497	peptidoglycan DD-carboxypeptidase	a nascent peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide[periplasm] + H2O[periplasm]  <-->  a nascent peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine) tetrapeptide[periplasm] + D-alanine[periplasm]	PWY0-1586																1*EG12867-MONOMER
PYRROLINECARBREDUCT-ENZRXN	pyrroline-5-carboxylate reductase	L-proline + NAD(P)+  <-->  (S)-1-pyrroline-5-carboxylate + NAD(P)H + 2 H+	PROSYN-PWY												#<"NADP" instance frame in ECOBASE[F] @ #x1001c940f72>	#<"PRO" instance frame in ECOBASE[F] @ #x1001c934a32>			10*PYRROLINECARBREDUCT-MONOMER
ENZRXN0-8004	peptidyl-lysine <i>N</i>-acetyltransferase	a [protein]-L-lysine + acetyl-CoA  <-->  a [protein]-N6-acetyl-L-lysine + coenzyme A + H+																	4*G7350-MONOMER
CPM-KDOSYNTH-ENZRXN	3-deoxy-<i>manno</i>-octulosonate cytidylyltransferase	3-deoxy-alpha-D-manno-2-octulosonate + CTP  <-->  CMP-3-deoxy-beta-D-manno-octulosonate + diphosphate	PWY-1269				MG+2												1*CPM-KDOSYNTH-MONOMER
ENZRXN0-8596	protein-histidine autokinase	a [protein]-L-histidine + ATP  <-->  a [protein]-N-phospho-L-histidine + ADP + H+																	2*ENVZ-MONOMER
ENZRXN0-7359	malonic semialdehyde reductase	3-hydroxypropanoate + NADP+  <-->  3-oxopropanoate + NADPH + H+	PWY0-1471																4*EG12345-MONOMER
ENZRXN0-12572	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase	a peptidoglycan tripeptide crosslinked to murein lipoprotein[periplasmic space] + H2O[periplasmic space]  <-->  a murein lipoprotein[periplasmic space] + a peptidoglycan internal segment with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate) tripeptide[periplasmic space]																	1*G6108-MONOMER
PROTOHEMEFERROCHELAT-ENZRXN	ferrochelatase	protoheme + 2 H+  <-->  protoporphyrin IX + Fe2+	HEME-BIOSYNTHESIS-II-1	HEMESYN2-PWY															1*PROTOHEME-FERROCHELAT-MONOMER
ENZRXN0-7984	N<sup>6</sup>-L-threonylcarbamoyladenine synthase	(L-threonylcarbamoyl)adenylate + an adenine37 in tRNA  <-->  an N6-L-threonylcarbamoyladenine37 in tRNA + AMP + H+	PWY0-1587																1*EG11757-MONOMER,1*EG11171-MONOMER,1*G6991-MONOMER
ENZRXN0-5741	heptose 7-phosphate kinase	D-glycero-D-manno-heptose 7-phosphate + ATP  <-->  D-glycero-beta-D-manno-heptose 1,7-bisphosphate + ADP + H+	PWY0-1241				MN+2	MG+2			#<"K+" instance frame in ECOBASE[F] @ #x1001c94b502>								2*G7590-MONOMER
CHERTRGM-ENZRXN	chemotaxis protein methyltransferase	Trgglu + S-adenosyl-L-methionine  <-->  S-adenosyl-L-homocysteine + Trgglu-Me																	1*CHER-MONOMER
ENZRXN0-8573	diacetyl reductase	(S)-acetoin + NAD+  <-->  diacetyl + NADH + H+																	1*EG12133-MONOMER
ENZRXN0-7340	guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	pppGpp + H2O  <-->  GTP + diphosphate	PPGPPMET-PWY								#<"EG11738-MONOMER" instance frame in ECOBASE[F] @ #x10023f404e2>								1*SPOT-MONOMER
PNP-ENZRXN	purine nucleoside phosphorylase	a purine ribonucleoside + phosphate  <-->  a purine base + alpha-D-ribose-1-phosphate																	6*DEOD-MONOMER
PHOSPHASERSYN-ENZRXN	phosphatidylserine synthase	a CDP-diacylglycerol + L-serine  <-->  CMP + a phosphatidylserine + H+	PWY-5669								#<"CARDIOLIPIN" class frame in ECOBASE[F] @ #x1001e3f1bb2>	#<"CPD0-2652" instance frame in ECOBASE[F] @ #x10023f647e2>							1*PHOSPHASERSYN-MONOMER
ENZRXN0-7960	L,D-transpeptidase	a nascent peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine) tetrapeptide[periplasm] + glycine[periplasm]  <-->  a nascent peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-glycine) tetrapeptide[periplasm] + D-alanine[periplasm]	PWY0-1586																1*EG11253-MONOMER
ENZRXN0-5441	polynucleotide phosphorylase	a single-stranded RNA + phosphate  <-->  a single-stranded RNA + a nucleoside diphosphate					MG+2												3*EG10743-MONOMER
BTUR2-ENZRXN	cobinamide adenosyltransferase	2 ATP + 2 cob(II)inamide + a [reduced flavoprotein]  <-->  2 adenosylcobinamide + 2 triphosphate + an [oxidized flavoprotein]																	1*COBALADENOSYLTRANS-MONOMER
ENZRXN0-8552	apurinic/apyrimidinic endonuclease	a DNA containing an apurinic/apyrimidinic site + H2O  <-->  a 5'-deoxyribose-5-phosphate-[DNA] + a [DNA]-3'-hydroxyl + H+																	1*EG11073-MONOMER
ENZRXN0-7306	hydroxypyruvate reductase	D-glycerate + NADP+  <-->  3-hydroxypyruvate + NADPH + H+																	1*G6539-MONOMER
ENZRXN0-12536	glucose-6-phosphate isomerase	alpha-D-glucose 6-phosphate  <-->  beta-D-fructofuranose 6-phosphate	GLYCOLYSIS	UDPNAGSYN-PWY	GLUCONEO-PWY	PWY-5659													2*G7463-MONOMER
PGLYCEROLTRANSI-ENZRXN	phosphoglycerol transferase	an osmoregulated periplasmic glucan[periplasm] + a phosphatidylglycerol[periplasm]  <-->  an osmoregulated periplasmic glucan with phosphoglycerol substituent[periplasm] + a 1,2-diacyl-sn-glycerol[periplasm] + H+[periplasm]					MN+2												1*PGLYCEROLTRANSI-MONOMER
ENZRXN0-7915	polyphenol oxidase	2 syringaldazine + dioxygen  <-->  2 tetramethoxy azobismethylene quinine + 2 H2O																	1*EG12097-MONOMER
ENZRXN0-8362	periplasmic nitrite reductase	6 a reduced [NrfB protein][periplasm] + nitrite[periplasm] + 8 H+[periplasm]  <-->  ammonium[periplasm] + 6 an oxidized [NrfB protein][periplasm] + 2 H2O[periplasm]	PWY0-1585																1*CYTOCHROMEC552-MONOMER
ENZRXN0-5101	RNase D exonuclease	a tRNA precursor + H2O  <-->  a tRNA + a nucleoside 5'-monophosphate					MN+2	CO+2	MG+2										1*EG10858-MONOMER
ASPARAGHYDB-ENZRXN	L-asparaginase	L-asparagine[periplasm] + H2O[periplasm]  <-->  L-aspartate[periplasm] + ammonium[periplasm]	ASPASN-PWY	ASPARAGINE-DEG1-PWY															4*ANSB-MONOMER
ENZRXN0-7205	molybdenum cofactor cytidylyltransferase	CTP + MoO2-molybdopterin cofactor + H+  <-->  cytidylyl molybdenum cofactor (dioxo) + diphosphate	PWY-6476				MG+2												1*G7496-MONOMER
ENZRXN0-12519	ATP-dependent RNA helicase	wound RNA + ATP + H2O  <-->  an unwound RNA + ADP + phosphate + H+																	1*EG11235-MONOMER
PANTOTHENATE-KIN-ENZRXN	pantothenate kinase	(R)-pantothenate + ATP  <-->  (R)-4'-phosphopantothenate + ADP + H+	PANTO-PWY				MG+2								#<"CO-A" instance frame in ECOBASE[F] @ #x1001c946312>				2*PANTOTHENATE-KIN-MONOMER
ENZRXN0-7895	L-tartrate dehydrogenase	L-tartrate + NAD+  <-->  (3R)-oxaloglycolate + NADH + H+																	1*G6986-MONOMER
ENZRXN0-8343	fumarase	(S)-malate  <-->  fumarate + H2O	FERMENTATION-PWY	TCA															1*G6903-MONOMER
ENZRXN0-4823	peptidoglycan DD-endopeptidase	a mature peptidoglycan with D,D cross-links (meso-diaminopimelate containing)[periplasm] + H2O[periplasm]  <-->  a peptidoglycan internal segment with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine) tetrapeptide[periplasm] + a mature peptidoglycan (with L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine tetrapeptide)[periplasm]																	2*EG10580-MONOMER
AMYLOMALT-ENZRXN	amylomaltase	maltotetraose + D-glucopyranose  <-->  maltotriose + maltose	GLYCOCAT-PWY												#<"Glucopyranose" class frame in ECOBASE[F] @ #x1001e3f3ef2>				1*AMYLOMALT-MONOMER
ENZRXN0-8511	protein-serine/threonine phosphatase	a [protein] (L-serine/L-threonine) phosphate + H2O  <-->  a [protein]-(L-serine/L-threonine) + phosphate					MN+2												1*G7111-MONOMER
OHBUTYRYL-COA-EPIM-ENZRXN	3-hydroxyacyl-CoA epimerase	a 2,3,4-saturated (3R)-3-hydroxyacyl-CoA  <-->  a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA	FAO-PWY																1*FADB-MONOMER
ENZRXN0-7863	proofreading thioesterase	2,3-dihydroxybenzoyl-EntB + H2O  <-->  b0595 + 2,3-dihydroxybenzoate																	4*EG11105-MONOMER
ENZRXN0-8327	GTPase	GTP + H2O  <-->  GDP + phosphate + H+																	1*EG10270-MONOMER
ENZRXN0-4501	alkaline phosphatase aminopeptidase	a [protein] with an N-terminal L-arginine[periplasm] + H2O[periplasm]  <-->  L-arginine[periplasm] + a peptide[periplasm]																	1*EG10488-MONOMER
AKBLIG-ENZRXN	2-amino-3-ketobutyrate CoA ligase	glycine + acetyl-CoA  <-->  L-2-amino-3-oxobutanoate + coenzyme A	THREONINE-DEG2-PWY				PYRIDOXAL_PHOSPHATE								#<"CO-A" instance frame in ECOBASE[F] @ #x1001c946312>	#<"CYS" instance frame in ECOBASE[F] @ #x1001c934a02>	#<"GLUTATHIONE" instance frame in ECOBASE[F] @ #x1001c933f22>	#<"AMINOMALONATE" instance frame in ECOBASE[F] @ #x1001c943942>	2*AKBLIG-MONOMER
ENZRXN0-8490	hydroquinone:hydrogen peroxide oxidoreductase	hydroquinone + hydrogen peroxide  <-->  1,4-benzoquinone + 2 H2O																	1*EG12244-MONOMER
ENZRXN0-6591	diguanylate cyclase	2 GTP  <-->  cyclic di-3',5'-guanylate + 2 diphosphate																	1*G6532-MONOMER
ENZRXN0-12485	3'-phosphodiesterase	a DNA-3'-deoxyribose-5-phosphate + H2O  <-->  a [DNA]-3'-hydroxyl + 2-deoxy-D-ribose 5-phosphate + H+																	1*EG10651-MONOMER
NANK-ENZRXN	<i>N</i>-acetylmannosamine kinase	N-acetyl-D-mannosamine + ATP  <-->  N-acetyl-D-mannosamine 6-phosphate + ADP + H+	PWY0-1324																2*NANK-MONOMER
UMPKI-ENZRXN	UMP kinase	ATP + UMP  <-->  ADP + UDP	PWY-7176								#<"GTP" instance frame in ECOBASE[F] @ #x1001c94d242>				#<"UTP" instance frame in ECOBASE[F] @ #x1001c94ade2>				6*UMPKI-MONOMER
ENZRXN0-4261	23S rRNA 2'-<i>O</i>-ribose U2552 methyltransferase	uridine2552 in 23S rRNA + S-adenosyl-L-methionine  <-->  a 2'-O-methyluridine2552 in 23S rRNA + S-adenosyl-L-homocysteine + H+																	1*EG11507-MONOMER
ADCLY-ENZRXN	aminodeoxychorismate lyase	4-amino-4-deoxychorismate  <-->  4-aminobenzoate + pyruvate + H+	PWY-6543				PYRIDOXAL_PHOSPHATE												2*ADCLY-MONOMER
ENZRXN0-6568	peptidoglycan LD-endopeptidase	a peptidoglycan internal segment with L,D cross links (meso-diaminopimelate containing)[periplasm] + H2O[periplasm]  <-->  a peptidoglycan internal segment with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate) tripeptide[periplasm] + a peptidoglycan internal segment with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine) tetrapeptide[periplasm]																	2*EG10580-MONOMER
MMUM-ENZRXN	homocysteine <i>S</i>-methyltransferase	S-methyl-L-methionine + L-homocysteine  <-->  2 L-methionine + H+																	1*MMUM-MONOMER
UDP-NACMURALA-GLU-LIG-ENZRXN	UDP-<i>N</i>-acetylmuramoyl-L-alanine&mdash;D-glutamate ligase	D-glutamate + UDP-N-acetyl-alpha-D-muramoyl-L-alanine + ATP  <-->  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate + ADP + phosphate + H+	PWY-6387				K+	MG+2											1*UDP-NACMURALA-GLU-LIG-MONOMER
ENZRXN0-7826	&beta;-ketoacyl [acyl-carrier protein] synthase	a long-chain fatty acyl-[acyl-carrier protein] + a malonyl-[acp] + H+  <-->  a long-chain 3-oxoacyl-[acp] + CO2 + acyl-carrier protein																	2*FABB-MONOMER
ENZRXN0-8291	acetyl-CoA C-acyltransferase	acetyl-CoA + (7Z)-tetradecenoyl-CoA  <-->  coenzyme A + 3-oxo-(9Z)-hexadecenoyl-CoA																	1*G7213-MONOMER
ENZRXN0-3962	topoisomerase	a negatively supercoiled DNA  <-->  a relaxed DNA																	1*EG11013-MONOMER
ACETYLORNTRANSAM-ENZRXN	<i>N</i>-acetylornithine aminotransferase	N-acetyl-L-ornithine + 2-oxoglutarate  <-->  N-acetyl-L-glutamate 5-semialdehyde + L-glutamate	GLUTORN-PWY				PYRIDOXAL_PHOSPHATE												2*ACETYLORNTRANSAM-MONOMER
ENZRXN0-8455	dGDP kinase	dGDP + ATP  <-->  dGTP + ADP	PWY-7222																1*ADENYL-KIN-MONOMER
ENZRXN0-6532	FMN dependent NADH-azoreductase	anthranilate + N,N-dimethyl-1,4-phenylenediamine + 2 NAD+  <-->  methyl red + 2 NADH + 2 H+					FMN												2*G6731-MONOMER
ENZRXN0-1062	xanthine:NAD+ oxidoreductase	xanthine + NAD+ + H2O  <-->  urate + NADH + H+	SALVADEHYPOX-PWY	PWY-6608			CPD0-1882												1*G7485-MONOMER,1*G7486-MONOMER,1*G7487-MONOMER
MCPTSR-ENZRXN	protein-glutamate methylesterase	Tsrglu-Me + H2O  <-->  methanol + Tsrglu																	1*PHOSPHO-CHEB
TRANSENOYLCOARED-ENZRXN	trans-2-enoyl-CoA reductase	a 2,3,4-saturated fatty acyl CoA + NADP+  <-->  a (2E)-2-enoyl-CoA + NADPH + H+																	2*TRANSENOYLCOARED-MONOMER
ENZRXN0-8275	enoyl-CoA hydratase	(S)-3-hydroxy-(9Z)-octadecenoyl-CoA  <-->  (2E,9Z)-octadec-2,9-enoyl-CoA + H2O	PWY0-1337																1*G7212-MONOMER
ACECOATRANS-ENZRXN	acetate CoA-transferase	a 2,3,4-saturated fatty acyl CoA + acetate  <-->  a 2,3,4-saturated fatty acid + acetyl-CoA																	1*ACECOATRANS-MONOMER
ENZRXN-30396	[HypE]:[HypC/D] cyanotransferase	2 [HypE]-S-cyanate + [HypC/HypD dimer]-Fe-CO  <-->  [HypCDE]-Fe(CO)(CN)2	PWY-8319																1*EG10487-MONOMER
MALIC-NAD-ENZRXN	malate dehydrogenase (oxaloacetate-decarboxylating)	(S)-malate + NAD+  <-->  CO2 + pyruvate + NADH	GLUCONEO-PWY				MN+2								#<"ACETYL-COA" instance frame in ECOBASE[F] @ #x1001c935032>	#<"CO-A" instance frame in ECOBASE[F] @ #x1001c946312>			4*MALIC-NAD-MONOMER
ENZRXN0-7790	protein-lysine deacetylase	a [protein]-N6-acetyl-L-lysine + NAD+ + H2O  <-->  a [protein]-L-lysine + 2''-O-acetyl-ADP-ribose + nicotinamide													#<"C-DI-GMP" instance frame in ECOBASE[F] @ #x1001e3f1e52>	#<"NIACINAMIDE" instance frame in ECOBASE[F] @ #x1001c93e9f2>			2*G6577-MONOMER
ENZRXN0-8259	enoyl-CoA hydratase	(S)-3-hydroxy-(11Z)-octadecenoyl-CoA  <-->  (2E,11Z)-octadec-2,11-enoyl-CoA + H2O																	1*FADB-MONOMER
ENZRXN0-3241	D-allose kinase	D-allopyranose + ATP  <-->  aldehydo-D-allose 6-phosphate + ADP + H+	PWY0-44																1*EG11956-MONOMER
ENZRXN0-6477	anhydro-N-acetylmuramoyl-L-alanine amidase	GlcNAc-1,6-anhMurNAc-L-Ala-gamma-D-Glu-meso-DAP-D-Ala + H2O  <-->  N-acetyl-beta-D-glucosamine-1,6-anhydro-N-acetyl-beta-D-muramate + L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanine	PWY0-1261				ZN+2												1*G6452-MONOMER
ENZRXN-29357	thioredoxin:disulfide oxidoreductase	an oxidized thioredoxin + a [reduced DsbD protein][inner membrane]  <-->  a reduced thioredoxin + an [oxidized DsbD protein][inner membrane]	PWY-8147																1*RED-THIOREDOXIN-MONOMER
LDC2-ENZRXN	lysine decarboxylase	L-lysine + H+  <-->  CO2 + cadaverine	PWY0-1303	PWY0-461	PWY0-1601		PYRIDOXAL_PHOSPHATE												10*LDC2-MONOMER
ENZRXN0-7768	nucleoside 5'-monophosphate phosphatase	a ribonucleoside 5'-monophosphate[periplasm] + H2O[periplasm]  <-->  a ribonucleoside[periplasm] + phosphate[periplasm]																	4*APHA-MONOMER
ENZRXN0-2941	10-formyltetrahydrofolate:L-methionyl-tRNA<sup>fMet</sup> <i>N</i>-formyltransferase	an N10-formyltetrahydrofolate + an L-methionyl-[initiator tRNAMet]  <-->  a tetrahydrofolate + an N-formyl-L-methionyl-[initiator tRNAmet] + H+					MG+2	K+											1*EG11268-MONOMER
ENZRXN0-8397	muramoyl pentapeptide carboxypeptidase	UDP-MurNAc-L-Ala-gamma-D-Glu-meso-DAP-D-Ala-D-Ala[periplasm] + H2O[periplasm]  <-->  UDP-MurNAc-L-Ala-gamma-D-Glu-meso-DAP-D-Ala[periplasm] + D-alanine[periplasm]																	2*EG10203-MONOMER
ENZRXN-25483	succinate-semialdehyde dehydrogenase (NAD<small><sup>+</sup></small>)	succinate semialdehyde + NAD+ + H2O  <-->  succinate + NADH + 2 H+	PWY-6535																1*ALDHDEHYDROG-MONOMER
KDGALDOL-ENZRXN	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase	5-dehydro-4-deoxy-D-glucarate  <-->  (2R)-tartronate semialdehyde + pyruvate	GLUCARDEG-PWY	GALACTARDEG-PWY			MG+2												6*KDGALDOL-MONOMER
ENZRXN0-7744	phosphoglycerate phosphatase	2-phospho-D-glycerate[periplasm] + H2O[periplasm]  <-->  D-glycerate[periplasm] + phosphate[periplasm]																	2*ALKAPHOSPHA-MONOMER
ENZRXN0-2801	glutaminase	L-glutamine + H2O  <-->  L-glutamate + ammonia + H+	CARBPSYN-RXN	ASNSYNB-RXN	ANTHRANSYN-RXN	PABASYN-RXN													2*G6810-MONOMER
3-OXOACYL-ACP-COA-SYNTHIII-ENZRXN	&beta;-ketoacyl-ACP synthase	acetyl-CoA + a malonyl-[acp] + H+  <-->  an acetoacetyl-[acp] + coenzyme A + CO2	PWY-4381												#<"ACYL-ACP" class frame in ECOBASE[F] @ #x1001e3ef9f2>				2*FABH-MONOMER
ENZRXN0-8373	1-methyl-dAMP demethylase	1-methyl-dAMP + 2-oxoglutarate + dioxygen  <-->  dAMP + formaldehyde + succinate + CO2																	1*EG10037-MONOMER
ENZRXN0-6407	16S rRNA m<sup>7</sup>G527 methyltransferase	a guanine527 in 16S rRNA + S-adenosyl-L-methionine  <-->  S-adenosyl-L-homocysteine + an N7-methylguanine527 in 16S rRNA																	1*EG10376-MONOMER
ENZRXN-24877	dihydroorotate dehydrogenase	(S)-dihydroorotate + an electron-transfer quinone[inner membrane]  <-->  orotate + an electron-transfer quinol[inner membrane]	PWY-5686				FMN												1*DIHYDROOROTOX-MONOMER
HYPXPRIBOSYLTRAN-ENZRXN	hypoxanthine phosphoribosyltransferase	IMP + diphosphate  <-->  5-phospho-alpha-D-ribose 1-diphosphate + hypoxanthine	PWY-6609				MG+2												4*GPT-MONOMER
ENZRXN0-7728	2'UMP phosphatase	uridine 2'-monophosphate[periplasm] + H2O[periplasm]  <-->  uridine[periplasm] + phosphate[periplasm]																	2*ALKAPHOSPHA-MONOMER
ENZRXN0-2706	peptidyl-prolyl <i>cis-trans</i> isomerase	a [protein]-L-proline (omega = 180)[periplasm]  <-->  a [protein]-L-proline (omega = 0)[periplasm]																	2*G7865-MONOMER
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-ENZRXN	acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-<i>O</i>-acyltransferase	an acyl-CoA + a 2-lysophosphatidate  <-->  coenzyme A + a phosphatidate	PWY-5667																1*1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER
ENZRXN-23149	phosphopantetheinyl transferase	[EntF L-seryl-carrier protein] + coenzyme A  <-->  a holo-[EntF L-seryl-carrier protein] + adenosine 3',5'-bisphosphate + H+	ENTBACSYN-PWY																1*ENTD-MONOMER
HISTOLDEHYD-ENZRXN	histidinol dehydrogenase	histidinol + 2 NAD+ + H2O  <-->  L-histidine + 2 NADH + 3 H+					MN+2												2*HISTDEHYD-MONOMER
ENZRXN0-7701	cytidine 3'-nucleotidase	cytidine-3'-monophosphate[periplasm] + H2O[periplasm]  <-->  cytidine[periplasm] + phosphate[periplasm]																	1*CPDB-MONOMER
ENZRXN0-2607	&beta;-ketoadipyl-CoA thiolase	succinyl-CoA + acetyl-CoA  <-->  3-oxoadipoyl-CoA + coenzyme A	PWY0-321																1*G6718-MONOMER
ENZRXN0-6362	serine/threonine protein kinase	a [protein]-(L-serine/L-threonine) + ATP  <-->  a [protein] (L-serine/L-threonine) phosphate + ADP + H+																	1*EG11831-MONOMER
ENZRXN-20210	(Z)-2-methylureidoacrylate peracid amidohydrolase	(Z)-2-methylureidoacrylate + H2O  <-->  (Z)-2-methylaminoacrylate + carbamate + H+	RXN-12895																1*G6522-MONOMER
GUANPHOSPHOR-ENZRXN	guanosine phosphorylase	guanosine + phosphate  <-->  alpha-D-ribose-1-phosphate + guanine	PWY0-1296	PWY-6608	PWY-6620														6*DEOD-MONOMER
ENZRXN0-7682	GTPase	GTP + H2O  <-->  GDP + phosphate + H+																	1*EG10021-MONOMER
ENZRXN0-8172	choline dehydrogenase	choline + an electron-transfer quinone[inner membrane]  <-->  betaine aldehyde + an electron-transfer quinol[inner membrane]																	1*CHD-MONOMER
ENZRXN0-2566	3-hydroxyacyl-CoA dehydrogenase	a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA + NAD+  <-->  a 2,3,4-saturated 3-oxoacyl-CoA + NADH + H+	FAO-PWY																1*G7212-MONOMER
ENZRXN-19522	cysteine desulfurase	L-cysteine + an unsulfurated [sulfur carrier]  <-->  L-alanine + a sulfurated [sulfur carrier]	PWY0-1021																2*G7325-MONOMER
GMKALT-ENZRXN	deoxyguanylate kinase	ATP + dGMP  <-->  ADP + dGDP																	2*GUANYL-KIN-MONOMER
ENZRXN0-8153	glucosamine 6-phosphate phosphatase	D-glucosamine 6-phosphate[periplasm] + H2O[periplasm]  <-->  D-glucosamine[periplasm] + phosphate[periplasm]																	2*ALKAPHOSPHA-MONOMER
ENZRXN0-2481	&beta;-keto ester reductase	ethyl-(2R)-methyl-(3S)-hydroxybutanoate + NADP+  <-->  ethyl-2-methylacetoacetate + NADPH + H+																	1*MONOMER0-148
ENZRXN0-6314	acylphosphatase	an acyl phosphate + H2O  <-->  a carboxylate + phosphate + H+																	1*G6502-MONOMER
ENZRXN-17871	enoylglutaryl-[acp] methyl ester reductase	a glutaryl-[acp] methyl ester + NAD+  <-->  a (2E)-enoylglutaryl-[acp] methyl ester + NADH + H+	PWY-6519																4*ENOYL-ACP-REDUCT-NADH-MONOMER
GLYCEROL-KIN-ENZRXN	glycerol kinase	glycerol + ATP  <-->  sn-glycerol 3-phosphate + ADP + H+	PWY-4261				MG+2								#<"CRR-MONOMER" instance frame in ECOBASE[F] @ #x10023e70432>	#<"FRUCTOSE-16-DIPHOSPHATE" instance frame in ECOBASE[F] @ #x1001c94b382>			4*GLYCEROL-KIN-MONOMER
ENZRXN0-8132	3' &rarr; 5' exodeoxyribonuclease	[DNA] + H2O  <-->  (deoxynucleotides)(n-1) + a 2'-deoxyribonucleoside 5'-monophosphate																	1*G7525-MONOMER
ENZRXN0-243	L-ribulose-5-phosphate 4-epimerase	L-ribulose 5-phosphate  <-->  D-xylulose 5-phosphate	ARABCAT-PWY	PWY-6961	PWY0-301	LYXMET-PWY													1*EG12287-MONOMER
ENZRXN0-6295	exodeoxyribonuclease I	[DNA] + H2O  <-->  (deoxynucleotides)(n-1) + a 2'-deoxyribonucleoside 5'-monophosphate																	1*EG10926-MONOMER
ENZRXN-16655	3-oxo-cis-&Delta;9-hexadecenoyl-[acp] synthase	a (7Z)-tetradec-7-enoyl-[acp] + a malonyl-[acp] + H+  <-->  a (9Z)-3-oxohexadec-9-enoyl-[acp] + acyl-carrier protein + CO2	PWY-6282																2*FABB-MONOMER
GLUTAMATESYN-ENZRXN	L-glutamate:NADP+ oxidoreductase (transaminating)	2 L-glutamate + NADP+  <-->  L-glutamine + 2-oxoglutarate + NADPH + H+					FAD	FE+2											4*GLUSYNLARGE-MONOMER,4*GLUSYNSMALL-MONOMER
ENZRXN0-7626	2,5-diketo-D-gluconate reductase	5-dehydro-D-gluconate + NADP+  <-->  2,5-didehydro-D-gluconate + NADPH + H+	KETOGLUCONMET-PWY																2*MONOMER-43
